index,MAL_ID,English name,Score,Genres,sypnopsis,Episodes,Aired,Popularity,Url_image,Url_source
2188,12461,Hiiro no Kakera:The Tamayori Princess Saga,6.74,"Fantasy, Romance, Shoujo, Supernatural","Gods and ghosts only exist in fairy tales, right? That's the impression that high school girl Tamki Kasuga has before she goes to live with her grandmother in the remote village of Kifumura. After being attacked by strange creatures upon her arrival, she is soon informed that females in her family contain the blood of the Tamayori Princess, who has the responsibility and power of keeping gods and ghosts sealed away so that they can't harm the general public. At first Tamaki has trouble believing this, but having five beautiful young men following her everywhere she goes acting as her guardians goes a long way towards convincing her. There's more to this job than Tamaki first realizes, however, and the path that lies ahead of her is fraught with peril and danger. Will she be able to successfully take on the heavy role that has been put on her shoulders?",13,"Apr 1, 2012 to Jun 24, 2012",1482,https://cdn.myanimelist.net/images/anime/3/36925.jpg,https://myanimelist.net/anime/12461/Hiiro_no_Kakera
2036,10447,Aquarion Evol,7.14,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi","12,000 years after the events in Genesis Aquarion , humans live on the star Vega under constant threat of trans-dimensional beings called Abductors. These enemies originate from Vega’s sister star Altair and raid Vega for human life. As a countermeasure, an organization known as Neo-DEAVA formed to combat the Abductors. They pilot advanced mecha suits called Aquaria and are strictly separated by gender. Boys and girls are not allowed contact; they are even restrained from fighting on the same battlefield. However, events take a shocking turn when an advanced Abductor mecha suit joins the fray. Two teenagers, Mikono and Amata, are dragged into the conflict. Unknowingly, Amata performs a taboo when he summons an Aquaria and initializes what is called the Forbidden Union between male and female Aquaria. Neo-DEAVA is shocked, and the repercussions of Amata’s actions are much farther reaching than he realizes. How was he able to summon an Aquaria? Where did he learn to form a Forbidden Union? And why was Mikono also able to pilot the mecha suit?",26,"Jan 9, 2012 to Jun 25, 2012",1483,https://cdn.myanimelist.net/images/anime/6/72743.jpg,https://myanimelist.net/anime/10447/Aquarion_Evol
2367,16397,Photo Kano,6.22,"Ecchi, Romance, School","Kazuya, a mild-mannered high school sophomore coming to the end of a very average summer break, receives a digital single lens reflex camera as a gift. His nerdy fascination with its design soon turns to wonder when he realizes this little gadget could really give his social life a shot in the arm! (Source: TBS)",13,"Apr 5, 2013 to Jun 28, 2013",1484,https://cdn.myanimelist.net/images/anime/11/49199.jpg,https://myanimelist.net/anime/16397/Photokano
235,379,Excel Saga,7.5,"Comedy, Parody, Sci-Fi, Shounen","It's hard to take over the world, and the enigmatic Il Palazzo, head of the ACROSS organization, knows this, so he aims to start small by conquering the city of Fukuoka. Two young officers, the Excel and her partner Hyatt, are tasked with executing this plan, but standing in their way are the City Security workers, a group consisting of three (mostly) normal guys, a very severe girl, and some robots. Regardless of simplicity, Excel and Hyatt always manage to screw up their missions, which usually result in death and lots of destruction. Heppoko Jikken Animation Excel♥Saga chronicles the elaborate troubles that the ACROSS officers get themselves into, as Excel and Hyatt never fail to do their jobs improperly.",26,"Oct 8, 1999 to Mar 31, 2000",1485,https://cdn.myanimelist.net/images/anime/1728/97423.jpg,https://myanimelist.net/anime/379/Heppoko_Jikken_Animation_Excel♥Saga
3109,30806,Schwarzes Marken,6.79,"Action, Military, Sci-Fi, Historical, Drama, Mecha","The year is 1983. The Cold War is in full effect, and humanity is under attack. Strange aliens, given the name ""BETA,"" have descended to Earth with the goal of destroying all life. Soldiers have been tasked with piloting large combat suits called Tactical Surface Fighters (TSF) to repel the alien invaders, but the front line is slowly being pushed back towards the surviving cities. Schwarzesmarken follows the story of Second Lieutenant Theodor Eberbach and the other members of the 666th TSF squadron, a ruthless unit that values a mission's completion over human life. Stationed in East Germany and led by war hero Captain Irisdina Bernhard, the unit specializes in counterassault attacks on laser-class BETA. But the 666th squadron finds itself with more enemies than just the alien forces when optimistic rookie Katia Waldheim joins the squadron, drawing the attention of East Germany's secret police, the Stasi.",12,"Jan 11, 2016 to Mar 28, 2016",1487,https://cdn.myanimelist.net/images/anime/13/77386.jpg,https://myanimelist.net/anime/30806/Schwarzesmarken
3224,31706,Fate/kaleid liner Prisma☆Illya 3rei!!,7.55,"Action, Comedy, Fantasy, Magic","aking up to find herself in a parallel version of Fuyuki City, Illyasviel ""Illya"" von Einzbern is lost and alone. She discovers her home in ruins, with a massive crater lying in the center of her hometown. With snow falling in the middle of summer, confusion consumes the young elementary schooler, who has no knowledge of where her friends or her wand Ruby may be. Making it to the remains of her house, she is suddenly tackled by an amnesiac girl. Wearing a gym uniform as the icy temperature sets in, the mysterious girl has no idea of where she is or why she showed up. However, this stranger, known as Tanaka, apparently has information about the location of Rin Toosaka, Miyu Edelfelt, and the rest of Illya's missing friends. Fleeing from agents of the Ainsworth family⁠—those in control of this parallel realm—where will these two end up, and how will Illya restore the present back to the world she once knew?",12,"Jul 6, 2016 to Sep 21, 2016",1488,https://cdn.myanimelist.net/images/anime/7/80834.jpg,https://myanimelist.net/anime/31706/Fate_kaleid_liner_Prisma☆Illya_3rei
3030,29976,Dance with Devils,6.36,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo","suka Tachibana has always been a good student, so she is completely shocked when she is suddenly summoned by the student council. Even more, they seem to think of Ritsuka as a troublemaker. Led by the handsome Rem Kaginuki, the student council—also consisting of Urie Sogami, Shiki Natsumizaka and Mage Nanashiro—tries to question her, but it soon becomes clear that they have ulterior motives. However, this is only the beginning. When her mother gets kidnapped, her life is turned upside down, and Ritsuka gets drawn into a world of vampires and devils. Both groups are searching for the ""Grimoire,"" a forbidden item allowing its owner to rule the world. The return of her brother Lindo from overseas gives her hope, but even he appears to be hiding something. In a world filled with secrets, Ritsuka questions whom she can trust in this dark musical tale, while the handsome and dangerous members of the student council compete for her attention.",12,"Oct 7, 2015 to Dec 23, 2015",1489,https://cdn.myanimelist.net/images/anime/4/75640.jpg,https://myanimelist.net/anime/29976/Dance_with_Devils
665,1606,Kekkaishi,7.63,"Action, Adventure, Comedy, Demons, Supernatural, Shounen","Yoshimura Sumimura comes from a long line of ""Kekkaishi,"" individuals who have supernatural abilities and are able to destroy evil creatures called Ayakashi that venture into the human realm from time to time. The Ayakashi are demons that look to feast on the power emanating from the land of Karasumori, which also happens to be where Yoshimura's high school is located. Now, Yoshimura must fight to protect his beloved school and hometown. Although, if it were up to him, he would rather be baking cakes than fighting off the ugly characters that show up at night. Thankfully, Yoshimura isn't the only one helping to keep the baddies at bay. His childhood friend and neighbor, Tokine Yukimura, joins him in this righteous battle. Despite the fact that they are from rival clans, these two make a fantastic team. And teamwork is something vital to fighting the evil that is closing in, as the Ayakashi attack in waves, looking to claim the land as their own, and a shadowy organization looks on, ready to pounce when the time is right...",52,"Oct 16, 2006 to Feb 5, 2008",1491,https://cdn.myanimelist.net/images/anime/7/75191.jpg,https://myanimelist.net/anime/1606/Kekkaishi_TV
3844,36632,"My Sister, My Writer",4.91,"Comedy, Ecchi, Romance","spiring light novel author Yuu Nagami regularly enters writing competitions but has yet to win a single one. Despite his recurring failures, he remains steadfast in his resolve to become a better writer. When he takes a look at the list of winning authors in the latest contest he joined, he notices that someone named Chikai Towano dominated the competition. He soon discovers that behind the pen name is his sister Suzuka—the last person he can imagine being an author. Suzuka cannot reveal to anyone that she is Chikai Towano and requests her brother to take her place. Yuu agrees with one condition: he will continue posing as Chikai Towano for his sister until he publishes his own book. Until that happens, Yuu uses his new identity as an opportunity to improve his writing skills and meet fellow authors and new acquaintances along the way.",10,"Oct 10, 2018 to Dec 19, 2018",1495,https://cdn.myanimelist.net/images/anime/1359/96152.jpg,https://myanimelist.net/anime/36632/Ore_ga_Suki_nano_wa_Imouto_dakedo_Imouto_ja_Nai
3429,33354,Cardcaptor Sakura:Clear Card,7.66,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo","h all of the Clow Cards recaptured and changed into her own Sakura Cards, Sakura Kinomoto now enters her first year at Tomoeda Middle School. After her initial day of classes, Sakura reunites with her love Shaoran Li, who informs her that he is permanently moving back to Tomoeda. Much to her surprise, it even turns out that Shaoran will attend the same school and it seems as if Sakura's life is heading in all the right directions. However, when Sakura goes to sleep, she encounters in her dream a mysterious cloaked figure and finds herself surrounded by transparent cards. Waking up in fear, Sakura is shocked to see her dream has come true, with the Sakura Cards having turned clear. Continued dreamlike encounters with the unknown enemy and her gaining a new magical key sets the stage for Cardcaptor Sakura's latest adventure!",22,"Jan 7, 2018 to Jun 10, 2018",1495,https://cdn.myanimelist.net/images/anime/1467/90338.jpg,https://myanimelist.net/anime/33354/Cardcaptor_Sakura__Clear_Card-hen
4241,39199,To the Abandoned Sacred Beasts,6.41,"Action, Drama, Fantasy, Military, Shounen","h the initiation of the Patrian civil war came the creation of half-beast, half-human soldiers—a development of the outnumbered Northerners in a desperate attempt to counter the overwhelming Southern forces. Able to quickly dominate battlefields and achieve victory with ease, the soldiers' godlike abilities earned them the name ""Incarnates."" However, as the war raged on, the Incarnates encountered a problem involving the beasts inside them that they were unable to rectify by ordinary means. Once the war was over, mysteries and accounts of the Incarnates submitting to the misfortune of their war days surfaced. Aware of the horrors they faced during the war, Special Sergeant Major and former captain of the Incarnates Hank Henriette becomes a Beast Hunter—those who take the lives of Incarnates who have succumbed to the issues they experienced on the battlefields. After witnessing her father, a former Incarnate soldier, meet his end at the hands of one such Beast Hunter, Nancy Schaal Bancroft resolves to hunt the man who took her father's life. However, Nancy's eye-opening encounter with the Beast Hunter influences her to instead seek the reason behind her father's death and the Incarnates' problematic existence in society.",12,"Jul 1, 2019 to Sep 16, 2019",1496,https://cdn.myanimelist.net/images/anime/1109/101230.jpg,https://myanimelist.net/anime/39199/Katsute_Kami_Datta_Kemono-tachi_e
2853,25649,Junjo Romantica 3,7.76,"Comedy, Drama, Romance, Shounen Ai","fter living together for three years, Misaki Takahashi and Akihiko ""Usagi"" Usami's relationship has been progressing smoothly. However, all great relationships have problems, and theirs is just beginning. With a new rival on the horizon, Usagi worries about Misaki's feelings towards him. Meanwhile, Ryuuichirou Isaka has always loved to intrude on Misaki and Usagi's love life, but his own love life hasn't been all smooth sailing—Isaka and his secretary Kaoru Asahina have been dating for a few years; however, Asahina prefers to keep their professional and private lives separate, often leading to troubled waters between them. As for Nowaki Kusama and Hiroki Kamijou, now that their careers are finally taking off, they hardly see each other anymore. With the time they spend together lessening, doubts and insecurities threaten to creep in between them. On the other hand, the 17-year age gap between Shinobu Takatsuki and You Miyagi has been a constant barrier in their relationship, but as they learn more about each other, their self-consciousness continues to fade. The beloved couples of Junjou Romantica, Junjou Egoist, and Junjou Terrorist are back again, this time with a new addition: Junjou Mistake!",12,"Jul 9, 2015 to Sep 24, 2015",1500,https://cdn.myanimelist.net/images/anime/2/74170.jpg,https://myanimelist.net/anime/25649/Junjou_Romantica_3
4199,38940,Cop Craft,6.74,"Action, Fantasy, Magic, Police, Sci-Fi","Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific Ocean, connecting Earth to a strange world filled with fairies and monsters. The city of San-Teresa became a home for over two million of these otherworldly visitors. Unfortunately, the population boom also brought its fair share of problems—drugs, prostitution, and trafficking. To combat the rampant crime lurking in the city's shadows, a new department was established in the San-Teresa Metropolitan Police. Former JSDF soldier Kei Matoba is one of the best cops that the department has to offer, despite his inclination to occasionally bend the rules. After a fairy trafficking case goes wrong, Kei loses Rick Fury, his friend and partner of four years, setting him on a quest for vengeance. To help him with the case, the department pairs him with Tilarna Exedilika, a noble of the Farbani Kingdom. As one of the Knights of Mirvor, her duty is to rescue the noble fairy that Kei encountered during his last case. Despite his distaste for non-humans, he accepts the arrangement at the request of his superiors. Now, the unlikely duo must come together and overcome their differences in order to return the missing fairy to her country and avenge the death of Kei's partner.",12,"Jul 9, 2019 to Oct 1, 2019",1501,https://cdn.myanimelist.net/images/anime/1365/103219.jpg,https://myanimelist.net/anime/38940/Cop_Craft
3267,32083,Luck & Logic,6.1,"Action, Fantasy","""Logic"" is the concept that governs emotions, abilities, ideals, memories, and all other abstract properties that make up life in various worlds. With its power, however, alien ""Foreigners"" are able to pass through portals imbued with their respective world's Logic and pose a threat to other worlds. To counter this problem, the Another Logic Counter Agency (ALCA) from the human world of Septpia employs ""Logicalists,"" people with the power to form bonds with the Foreigners who seek peace and share their Logic, tasked with dealing with all possible dangers. After overloading his powers two years prior, Yoshichika Tsurugi has lost the ability to use Logic in combat, making him no different from a regular citizen. However, his life soon returns to the battlefield when he meets Athena, a Foreigner goddess from the world of Tetra-Heaven. She brings Yoshichika his missing Logic Card, allowing him to become a Logicalist once again. Soon after, Yoshichika forms a contract with Athena and joins ALCA. There, he meets other Logicalists, and only by working with them can he hope to bring an end to the threats once and for all.",12,"Jan 9, 2016 to Mar 26, 2016",1502,https://cdn.myanimelist.net/images/anime/5/77134.jpg,https://myanimelist.net/anime/32083/Luck___Logic
607,1498,Black Blood Brothers,7.14,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire","Ten years after the Holy War in Hong Kong, Mochizuki Jirou, aka the Silver Blade, and the lone hero who fought and defeated the Kowloon Children despite the loss of his lover, returns to Japan with his young brother, Mochizuki Kotarou. The two quickly discover that the Kowloon Children who survived the Holy War are seeking to infiltrate the ""Special Zone"", a thriving city protected by an invisible barrier that will not allow Kowloon Children entrance, unless they're invited. Red Bloods refers to the humans; Black Bloods are the vampires, and the Mochizuki Brothers are Old Blood, the last descendants of an elite clan of vampires. When Kotarou is abducted by one of the Kowloon Children, Jirou has no choice but to fight once more. (Source: ANN)",12,"Sep 8, 2006 to Nov 24, 2006",1502,https://cdn.myanimelist.net/images/anime/5/13804.jpg,https://myanimelist.net/anime/1498/Black_Blood_Brothers
2302,15059,Initial D Fifth Stage,8.08,"Action, Cars, Sports, Drama, Seinen","Taking place in the sacred land of street running Kanagawa, once more Takumi Fujiwara will show his driving skills in his now legendary Hachi-roku.",14,"Nov 4, 2012 to May 10, 2013",1505,https://cdn.myanimelist.net/images/anime/3/43573.jpg,https://myanimelist.net/anime/15059/Initial_D_Fifth_Stage
2958,28833,Chain Chronicle:The Light of Haecceitas,6.66,"Action, Adventure, Fantasy, Magic","Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it's actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared... (Source: MAL News)",12,"Jan 8, 2017 to Mar 26, 2017",1506,https://cdn.myanimelist.net/images/anime/10/83740.jpg,https://myanimelist.net/anime/28833/Chain_Chronicle__Haecceitas_no_Hikari
3117,30901,Utawarerumono:The False Faces,7.27,"Action, Drama, Fantasy","aking up cold and alone in the woods, a nameless man is surrounded by unfamiliar scenes. Without any memories, he is utterly lost until he stumbles upon Kuon—a young girl with animal ears and a tail. She saves him, leading him back to her town while protecting them both from ""boro-gigiri""—giant centipede-like creatures—and a mysterious red slime. After they arrive, she names him Haku after a prominent historical figure from the area. He quickly realizes he is one of a kind—the only one without animal ears and a tail. The two journey to the capital of Yamato, the country in which Kuon lives, meeting more people and making new friends, all the while unknowingly delving deeper into the politics and inner conflicts of Yamato... Utawarerumono: Itsuwari no Kamen follows Haku as he slowly uncovers the secrets of this alien world. He works to solve the mysteries surrounding the red slimes, as well as to stop war from erupting among the nearby countries.",25,"Oct 4, 2015 to Mar 27, 2016",1509,https://cdn.myanimelist.net/images/anime/8/75968.jpg,https://myanimelist.net/anime/30901/Utawarerumono__Itsuwari_no_Kamen
3522,34126,Rewrite:Moon and Terra,7.26,"Action, Military, Comedy, Supernatural, Romance, Fantasy",The second season of the Rewrite series which adapts Moon and Terra routes.,11,"Jan 14, 2017 to Mar 25, 2017",1512,https://cdn.myanimelist.net/images/anime/13/83930.jpg,https://myanimelist.net/anime/34126/Rewrite_2nd_Season
1750,7627,Mitsudomoe,7.59,"Comedy, School, Slice of Life","The 11-year-old Marui triplets could not be any more different. The oldest one, Mitsuba, is sadistic and kind of mature for her age. The middle one, Futaba, is perverted and very athletic and has the strength of a full-grown man. The youngest one, Hitoha, is generally very quiet and gentle but when push comes to shove, she might just be the strongest, the most perverted and the most sadistic out of the three. The three are all in the same class, led by the newly graduated teacher Yabe Satoshi. He usually gets pushed around by the girls and, on occasion, abused but the triplets also try to lead him and the new school nurse, the clumsy Kuriyama Aiko, together. However, Yabe had no intention of dating Aiko and the methods the triplets use to accomplish their goal are highly unorthodox...",13,"Jul 3, 2010 to Sep 26, 2010",1512,https://cdn.myanimelist.net/images/anime/12/53947.jpg,https://myanimelist.net/anime/7627/Mitsudomoe
158,251,King From Now On!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo","Kyou kara Maou! revolves around Yuri Shibuya, your average Japanese teenager. One day, Yuri sees a classmate being harassed by bullies. Thanks to this intervention, his friend is able to escape, but unfortunately Yuri becomes the new target of the bullies in the process and gets his head shoved into a toilet. But instead of water, the toilet contains a swirling portal that sucks him into another world, largely resembling medieval Europe. There, he is told that he will become the next Demon King due to his black hair and black eyes, traits only possessed by the demon's royal lineage. Yuri's arrival is met with some skepticism by some of the demons, who view him as unworthy to be their king. However, after Yuri wins a duel by utilizing his magical powers, the demons slowly begin to acknowledge him as their monarch. Yuri must now learn what it takes be a true Demon King, as he tries to keep the peace between demons and humans in this strange new realm.",78,"Apr 3, 2004 to Feb 25, 2006",1513,https://cdn.myanimelist.net/images/anime/11/75544.jpg,https://myanimelist.net/anime/251/Kyou_kara_Maou
782,1965,Sola,7.22,"Drama, Romance, Slice of Life, Supernatural","Yorito Morimiya is obsessed with the sky. He especially loves taking pictures of its array of different faces—sunrises, sunsets, clouds. On one of his early-morning excursions to photograph the sunrise, Yorito meets a strange girl engaged in an argument with a vending machine. By the time that Yorito forces the girl's tomato juice out of the machine, she's vanished without a trace. Sola follows the story of Yorito, his sister Aono, and their childhood friends Mana and Koyori Ishizuki, as well as that of a mysterious girl who appears and disappears, and who seems to harbor a dark secret. In a world where magic and the supernatural are never far below the surface and no one is who they seem to be, love and loneliness vie for supremacy beneath Yorito's sky.",13,"Apr 7, 2007 to Jun 30, 2007",1519,https://cdn.myanimelist.net/images/anime/7/46119.jpg,https://myanimelist.net/anime/1965/Sola
75,122,Searching for the Full Moon,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo","Two years ago, Mitsuki Kouyama's friend, Eichi Sakurai, moved to America before she could confess her feelings to him. Though she cannot contact him, they made a promise to fulfill their respective dreams: Mitsuki wants to become a professional singer, and Eichi an astronomer. She hopes that one day her music will reach him across the world with a brilliance like that of the full moon. There is just one catch: Mitsuki suffers from throat cancer, which makes her voice quiet and singing strenuous. Her grandmother, who has a hatred of music, insists that Mitsuki undergo surgery to remove the cancer, but she refuses due to the risk of losing her voice. One day, two shinigami—Meroko Yui and Takuto Kira—appear to tell her that she only has one year left to live. This sudden revelation spurs Mitsuki into action, and she decides that with Meroko and Takuto's help, she will become a professional singer in the time she has left. Full Moon wo Sagashite follows the emotional story of Mitsuki and her shinigami friends as they discover what it means to sing—and ultimately, what it means to live.",52,"Apr 6, 2002 to Mar 29, 2003",1519,https://cdn.myanimelist.net/images/anime/9/6265.jpg,https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite
1513,5342,Asura Cryin',6.95,"Action, Supernatural, Mecha","Natsume Tomoharu is a normal high-school student in every way with one exception: he's being followed by the ghost of his best friend, Misao. After moving into his brother's old house, Tomoharu expects to continue living his normal life but is one day left with a mysterious and locked briefcase without any instruction. At first he plans to leave it in storage; however, his house is soon invaded by multiple groups of people after the briefcase. Although still not knowing the purpose of the briefcase, Tomoharu and Misao attempt to escape with it. From there on, Tomoharu tries to learn the secrets behind the briefcase, the connections between it and Misao, and why it has the power to change the world.",13,"Apr 2, 2009 to Jun 25, 2009",1520,https://cdn.myanimelist.net/images/anime/7/17071.jpg,https://myanimelist.net/anime/5342/Asura_Cryin
4213,39071,The Demon Girl Next Door,7.68,"Slice of Life, Comedy, Magic","fter a strange dream of a mysterious ancestor, high school student Yuuko Yoshida wakes to see that she has grown demonic horns and a tail. Dazed and confused, her mother reveals to her a dark family secret: her family is descended from a Dark Clan that was banished to live powerless and destitute by their mortal enemies, the magical girls of the Light Clan. The only way to lift their ancestry's curse is for Yuuko to find a magical girl, murder her, and splatter her blood all over her ancestor's Demon God statue. Fortunately for ""Shadow Mistress Yuuko,"" a magical girl saves her from being run over by an oncoming truck. Unfortunately, Momo Chiyoda happens to be Yuuko's classmate at Sakuragaoka High and is much stronger than her in both strength and endurance. Taking pity on her wimpy assailant, the magical girl agrees to train Yuuko and help her unlock her dormant powers. Now, Yuuko must rise up and defeat her generous frenemy to save her family from the terrible grip of poverty.",12,"Jul 12, 2019 to Sep 27, 2019",1521,https://cdn.myanimelist.net/images/anime/1633/111518.jpg,https://myanimelist.net/anime/39071/Machikado_Mazoku
3187,31537,Mysteria Friends,6.63,"Demons, Fantasy, Magic, Supernatural","steria Academy is a prestigious magic school that teaches magic without discrimination to the three factions (men, gods, demons), who usually are engaged in battle with each other. Two of the academy's students are Anne, a princess and honor student, and Grea, a princess born from a dragon and a human. (Source: ANN)",10,"Jan 21, 2019 to Mar 25, 2019",1522,https://cdn.myanimelist.net/images/anime/1796/108915.jpg,https://myanimelist.net/anime/31537/Manaria_Friends
519,1142,Honey and Clover II,8.26,"Drama, Josei, Romance, Slice of Life","Back from his journey across Japan, Yuuta Takemoto reminisces about his college life so far. He has matured significantly since his second year and is motivated to move forward. Feeling more confident than ever before, he finally confesses to Hagumi Hanamoto, the girl he has been in love with since their first encounter. However, Hagumi has been confused by her attempts to understand the mysterious Shinobu Morita. Hiding behind a playful demeanor, Morita may be the most burdened by his own potential. Meanwhile, Takumi Mayama has become a full-fledged working adult and has landed Ayumi Yamada several pottery orders through his company in an act of friendship. The five youths continue to face individual hardships in academics, work, love, and friendship as they push each other toward the paths that they are destined to walk.",12,"Jun 30, 2006 to Sep 15, 2006",1525,https://cdn.myanimelist.net/images/anime/6/11040.jpg,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II
552,1239,Sailor Moon SuperS,7.59,"Drama, Magic, Romance, Shoujo","SuperS centers heavily on Chibi-usa and the Sailor Team. A new enemy, the Dead Moon Circus, has now appeared. Their motive is to find the Golden Dream Mirror that would be used to rule the world. To do this, the enemy attacks innocent victims for their Dream Mirrors and test their energy. Chibi-usa also has a new ally on her side, Pegasus. This season also sees the Sailor Senshi obtaining new powers.",39,"Mar 4, 1995 to Mar 2, 1996",1528,https://cdn.myanimelist.net/images/anime/1600/92253.jpg,https://myanimelist.net/anime/1239/Bishoujo_Senshi_Sailor_Moon_SuperS
58,102,Aishiteruze Baby★★,7.48,"Comedy, Drama, Romance, Shoujo","Katakura Kippei is in every way a high school playboy. Spending his days flirting with any female he can see, responsibility is the last thing on his mind. Life takes an unexpected turn for him as one day he returns home to find himself with the fulltime task of caring for his 5-year-old cousin. Kippei's aunt Miyako had disappeared, appearing to have abandoned his cousin, Yuzuyu. With Kippei's lack of responsibility and knowledge of childcare and Yuzuyu's injured heart with the disappearance of her mother, their time together is in for a bumpy ride.",26,"Apr 3, 2004 to Oct 9, 2004",1529,https://cdn.myanimelist.net/images/anime/2/69665.jpg,https://myanimelist.net/anime/102/Aishiteruze_Baby★★
1704,6974,Occult Academy,7.07,"Sci-Fi, Mystery, Comedy, Supernatural, School","The story revolves around Maya, the daughter of the former Headmaster of Waldstein Academy, and a time traveling agent Fumiaki Uchida. In the year 2012, the world had been invaded by aliens and time travelers were sent back to the year 1999 in order to find and destroy the Nostradamus Key, which Nostradamus Prophecy foretold as what would bring about the apocalypse. The series then turns to the year 1999, where Maya returns to the Academy with the intention of destroying the Academy by superseding her late father's position as the principal. Her plan was interrupted when she meets Fumiaki and learns of the forthcoming destruction. Despite being distrusting towards Fumiaki, they form a pact to look for the Nostradamus Key. In order to find the Nostradamus Key, time agents were provided with specially created cell phones. When a user finds an object of interest, by thinking of destroying it and taking a photo, and if the resulting image is that of a peaceful world, then the subject is the Nostradamus Key. Conversely, if the subject is not the Nostradamus Key, then the photo displays destruction. By using the phone, Maya and Fumiaki investigates occult occurrences as they occur in the town. (Source: Wikipedia)",13,"Jul 6, 2010 to Sep 28, 2010",1529,https://cdn.myanimelist.net/images/anime/5/75257.jpg,https://myanimelist.net/anime/6974/Seikimatsu_Occult_Gakuin
50,94,Mobile Suit Gundam SEED Destiny,7.22,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space","In the year Cosmic Era 0071, a wartime brawl between two mobile suits results in the destruction of a neutral country. Shinn Asuka finds his entire family killed as casualties of the violence, and swears his life toward a vengeful pursuit of the Earth's Natural forces, under the impression they were the ones responsible for his family's death. Shinn works his way up through the ZAFT military forces, eventually gaining access to the cockpit of the prototype Impulse mobile suit. Athrun Zala, a veteran of the recent war employed in the service of diplomat Cagalli Yula Athha, finds himself drawn into a new conflict between the Naturals and the Coordinators: human beings artificially enhanced before birth and hated by the Naturals for their biological advantages. As the new war rears its head and violence becomes inevitable, Athrun finds himself as a mentor to the bitter Shinn. Athrun must steer the young pilot towards a mindset of mercy before his rage and desire for vengeance consumes him.",50,"Oct 9, 2004 to Oct 1, 2005",1530,https://cdn.myanimelist.net/images/anime/1700/91080.jpg,https://myanimelist.net/anime/94/Mobile_Suit_Gundam_SEED_Destiny
4390,40532,APPARE-RANMAN!,7.33,"Cars, Comedy, Historical","No dream is too big for Appare Sorrano, a socially-awkward inventor living in a small rural town in Japan in the late 19th century. Fascinated since childhood by the creation of steamships that can connect people across great distances, he's learned to make machines of all kinds from various scientific texts. His goal is to sail across the sea, beyond the sky, and ultimately, to the other side of the moon. Unfortunately, through a string of events, Appare finds himself stranded in the middle of the sea on his mini steamship. Floating alongside him is a skilled but cowardly samurai, Kosame Ishikki, who was tasked to keep his eccentric behavior in check. Just when all hope seems lost, a large steamship saves them and takes them to Los Angeles. With no money or plans, they decide to participate in the ""Trans-America Wild Race,"" which gives Appare the chance to build his own automobile, and Kosame the opportunity to use the cash prize to return home. However, against rival racers and unknown challenges residing in the wilderness, just how far will this adventure take Appare and Kosame?",13,"Apr 10, 2020 to Sep 25, 2020",1531,https://cdn.myanimelist.net/images/anime/1087/111636.jpg,https://myanimelist.net/anime/40532/Appare-Ranman
3051,30127,Danchigai,6.54,"Comedy, Slice of Life","Haruki Nakano lives an average high school life, except for the fact that his mother is overseas and he shares an apartment with his four sisters. There's the oldest, Mutsuki, who has a bad habit of falling asleep in his bed, the junior high school student Yayoi, who hits him whenever something happens, and then the grade school twins, Uzuki and Satsuki, who love to play pranks on their older brother. Stuck in a house with four girls, Haruki has to deal with all sorts of trials. From going grocery shopping, watching scary movies, to kissing practice, life is never boring in Danchigai !",12,"Jul 10, 2015 to Sep 25, 2015",1532,https://cdn.myanimelist.net/images/anime/7/74879.jpg,https://myanimelist.net/anime/30127/Danchigai
4608,42963,"Kanojo, Okarishimasu 2nd Season",6.910327731092437,"Comedy, Romance, School, Shounen","Second season of Kanojo, Okarishimasu .",Ongoing,Unknown,1534,https://cdn.myanimelist.net/images/anime/1098/109442.jpg,https://myanimelist.net/anime/42963/Kanojo_Okarishimasu_2nd_Season
